MUNICIPIO,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,ACIDENTES,LATITUDE,LONGITUDE,BOTROPICO,CROTALICO,ELAPIDICO,LAQUETICO,LOXOSCELICO,FONEUTRICO,ESCORPIONICO,LONOMICO,lat,lon
SARUTAIA,355120,GVE 16 BOTUCATU,CENTRO DE SAUDE III SARUTAIA,"R. Sete de Setembro, 840 - Centro, Sarutaiá - SP, 18840-000",0,,0,(14) 3387-1188,,-2.327.131,-4.948.330,0,0,0,0,0,0,0,0,-23.27131,-49.4833
SEBASTIANOPOLIS DO SUL,355130,GVE 29 SAO JOSE DO RIO PRETO,CS DE SEBASTIANOPOLIS DO SUL,"R. Mal. Castelo Branco, 601, Sebastianópolis do Sul - SP, 15180-000",0,,0,(17) 3837-1238,,-2.065.666,-4.992.198,0,0,0,0,0,0,0,0,-20.65666,-49.92198
SERRA AZUL,355140,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA DE SAUDE MARIA AMELIA FELICIO CHINAGLIA,"Rua Levino Ferreira Ramos, 123 - Centro, Serra Azul - SP, 14230-000",0,,1,(16) 3925-0128,,-2.130.851,-4.756.237,0,0,0,0,0,0,0,0,-21.30851,-47.56237
SERRA NEGRA,355160,GVE 17 CAMPINAS,HOSPITAL SANTA ROSA DE LIMA DE SERRA NEGRA,"Av. Santos Pinto, 351 - Centro, Serra Negra - SP, 13930-000",0,,1,(19) 3892-1888,,-2.260.850,-4.670.574,0,0,0,0,0,0,0,0,-22.6085,-46.70574
SERRANA,355150,GVE 24 RIBEIRAO PRETO,SANTA CASA DE MISERICORDIA DE SERRANA,"R. João Antônio Terçariol, 67 - Centro, Serrana - SP, 14150-000",0,,1,(16) 3987-9700,,-2.121.288,-4.759.999,0,0,0,0,0,0,0,0,-21.21288,-47.59999
SERTAOZINHO,355170,GVE 24 RIBEIRAO PRETO,UPA DE SERTÃOZINHO,"RUA PEDRO CARLETO NETTO, 12 - JD. GRANDE ALIANÇA",1,Escorpiônico,1,(16) 3947-1270 / 3947-1159,ESCORPIÃO.,-2.112.017,-4.800.494,0,0,0,0,0,0,1,0,-21.12017,-48.00494
SETE BARRAS,355180,GVE 23 REGISTRO,PRONTO ATENDIMENTO - SETE BARRAS,RODOVIA SP 139 KM 21 - CENTRO,1,"Botrópico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(13) 3872-5510,JARARACA; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.438.873,-4.792.926,1,0,0,0,1,1,1,0,-24.38873,-47.92926
SEVERINIA,355190,GVE 14 BARRETOS,PRONTO SOCORRO MUNICIPAL DE SEVERINIA,"Av. Cap. Alípio de Almeida, 05, Severínia - SP, 14735-000",0,,0,(17) 3817-1056,,-2.081.456,-4.880.509,0,0,0,0,0,0,0,0,-20.81456,-48.80509
SILVEIRAS,355200,GVE 33 TAUBATE,UNIDADE MISTA DE SAUDE DE SILVEIRAS,"Praça Padre Joaquim Ferreira da Cunha, 11 - Centro, Silveiras - SP",0,,1,-,,-2.266.478,-4.485.207,0,0,0,0,0,0,0,0,-22.66478,-44.85207
SOCORRO,355210,GVE 17 CAMPINAS,SANTA CASA DE MISERICÓRDIA - SOCORRO,"AV. DR. RENATO SILVA, 129",1,"Botrópico, Crotálico, Elapídico (judicial),Escorpiônico e Loxoscélico, Fonêutrico.",1,(19) 3855-9555,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.259.838,-4.652.957,1,1,1,0,1,1,1,0,-22.59838,-46.52957
SOROCABA,355220,GVE 31 SOROCABA,PRONTO SOCORRO - CONJUNTO HOSPITALAR DE SOROCABA,"RUA CLÁUDIO MANOEL DA COSTA, S/N",1,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico.",1,(15) 3322-9125 / 3332-9138 / 3332-9100,JARARACA; CASCAVEL; CORAL; LAQUÉTICO; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.350.924,-4.745.828,1,1,1,1,1,1,1,1,-23.50924,-47.45828
SUD MENNUCCI,355230,GVE 11 ARACATUBA,SANTA CASA DE SUD MENNUCCI,"Rua Maurício Alves de Lima, 522 - CENTRO, Sud Mennucci - SP, 15360-000",0,,1,(18) 3786-1117,,-2.068.816,-5.092.295,0,0,0,0,0,0,0,0,-20.68816,-50.92295
SUMARE,355240,GVE 17 CAMPINAS,HOSPITAL ESTADUAL DR. LEANDRO FRANCESCHINI,"AV. DA AMIZADE, 2400 – JD. BELA VISTA",1,"Escorpiônico e Loxoscélico, Fonêutrico.",1,(19) 3883-8899,ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.281.668,-4.724.167,0,0,0,0,1,1,1,0,-22.81668,-47.24167
SUZANAPOLIS,355255,GVE 11 ARACATUBA,UBS DOUTOR NILDO NERI DE OLIVEIRA,"R. João Rosa de Souza - Centro, Suzanápolis - SP, 15381-026",0,,0,(18) 3706-1339,,-2.050.242,-5.102.445,0,0,0,0,0,0,0,0,-20.50242,-51.02445
SUZANO,355250,GVE 8 MOGI DAS CRUZES,HOSPITAL E MATERNIDADE DE SUZANO,"Av. Antônio Marques Figueira, 1861 - Vila Figueira, Suzano - SP, 08676-000",0,,1,(11) 4745-3333,,-2.355.201,-4.630.704,0,0,0,0,0,0,0,0,-23.55201,-46.30704
TABAPUA,355260,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL MARIA VALLE PEREIRA,"RUA ADINAEL MOREIRA, Nº 1683 - CENTRO",1,Escorpiônico,1,(17) 3562-1811,ESCORPIÃO.,-2.096.211,-4.903.406,0,0,0,0,0,0,1,0,-20.96211,-49.03406
TABATINGA,355270,GVE 12 ARARAQUARA,SANTA CASA DE MISERICORDIA SAO MIGUEL,"R. Catanduva, 206 - Vila Rossini, Tabatinga - SP, 14910-000",0,,1,(16) 3385-1911,,-2.173.841,-4.868.536,0,0,0,0,0,0,0,0,-21.73841,-48.68536
TABOAO DA SERRA,355280,GVE 10 OSASCO,HOSPITAL GERAL DE PIRAUSSARA,"Av. Ibirama, 1214 - Parque Industrial Daci, Taboão da Serra - SP, 06785-300",0,,1,(11) 3583-9400,,-2.363.998,-4.680.955,0,0,0,0,0,0,0,0,-23.63998,-46.80955
TACIBA,355290,GVE 21 PRESIDENTE PRUDENTE,UBS II DE TACIBA,"R. Manoel Xavier, 215 - Centro, Taciba - SP, 19590-000",0,,0,(18) 3997-1103,,-2.239.079,-5.128.706,0,0,0,0,0,0,0,0,-22.39079,-51.28706
TAGUAI,355300,GVE 16 BOTUCATU,SANTA CASA DE MISERICORDIA DE TAGUAI,"R. João Carniato, 90 - Centro, Taguaí - SP, 18890-000",0,,1,(14) 3386-1132,,-2.345.484,-4.940.749,0,0,0,0,0,0,0,0,-23.45484,-49.40749
TAIACU,355310,GVE 14 BARRETOS,UNIDADE MISTA DE SAUDE DE TAIACU,"R. Rui Barbosa, 660, Taiaçu - SP, 14725-000",0,,0,(16) 3275-1379,,-2.114.297,-4.850.969,0,0,0,0,0,0,0,0,-21.14297,-48.50969
TAIUVA,355320,GVE 14 BARRETOS,UNIDADE BASICA DE SAUDE JOAO ADAUTO VIDAL,"R. Antônio Simões, 130, Taiúva - SP, 14720-000",0,,0,(16) 3246-0380,,-2.112.307,-4.845.196,0,0,0,0,0,0,0,0,-21.12307,-48.45196
TAMBAU,355330,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICORDIA DE TAMBAU,"R. Cel. Manoel S Meireles, 40 - Centro, Tambaú - SP, 13710-000",0,,1,(19) 3673-2054,,-2.170.397,-4.727.243,0,0,0,0,0,0,0,0,-21.70397,-47.27243
TANABI,355340,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE TANABI,"AV. DA SAUDADE, 634, CENTRO",1,Escorpiônico,1,(17) 3274-0693,ESCORPIÃO.,-2.062.757,-4.965.212,0,0,0,0,0,0,1,0,-20.62757,-49.65212
TAPIRAI,355350,GVE 31 SOROCABA,SANTA CASA DE MISERICORDIA DE TAPIRAI,"Rua Raul Leite Magalhães, 555, Estr. do Massao, 555, Tapiraí - SP, 18180-000",0,,1,(15) 3277-1552,,-2.396.426,-4.750.357,0,0,0,0,0,0,0,0,-23.96426,-47.50357
TAPIRATIBA,355360,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICORDIA SAO LUCAS,"R. Sete de Setembro, 436 - Centro, Tapiratiba - SP, 13760-000",0,,0,(19) 3657-1631,,-2.146.952,-4.674.721,0,0,0,0,0,0,0,0,-21.46952,-46.74721
TAQUARAL,355365,GVE 14 BARRETOS,UNIDADE BASICA DE SAUDE DE TAQUARAL CAETANO PITELLI,"R. Central, 530 - Centro, Taquaral - SP, 14765-000",0,,0,(16) 3958-9209,,-2.107.316,-4.841.086,0,0,0,0,0,0,0,0,-21.07316,-48.41086
TAQUARITINGA,355370,GVE 12 ARARAQUARA,UPA - UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL - TAQUARITINGA,"AV. VICENTE JOSÉ PARISE, 2100",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico eEscorpiônico.",1,(16) 3253-8890,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.140.245,-4.849.728,1,1,0,0,1,1,1,0,-21.40245,-48.49728
TAQUARITUBA,355380,GVE 16 BOTUCATU,SANTA CASA DE MISERICÓRDIA - TAQUARITUBA,"RUA MARECHAL PEIXOTO, Nº 95",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(14) 3762-1700,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.353.936,-4.924.544,1,1,0,0,1,1,1,0,-23.53936,-49.24544
TAQUARIVAI,355385,GVE 32 ITAPEVA,PRONTO ATENDIMENTO DE TAQUARIVAI,"Alameda 31 de Dezembro - Centro, Taquarivaí - SP, 18425-000",0,,0,(15) 3584-1024,,-2.392.687,-4.870.159,0,0,0,0,0,0,0,0,-23.92687,-48.70159
TARABAI,355390,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II DE TARABAI,"Av. Pref. Waldemar Calvo, 2585, Tarabai - SP, 19210-000",0,,0,(18 )3289-1234,,-2.230.347,-5.156.344,0,0,0,0,0,0,0,0,-22.30347,-51.56344
TARUMA,355395,GVE 13 ASSIS,COMPLEXO DE SAUDE DE TARUMA,"Av. das Primaveras, 1021, Tarumã - SP, 19820-000",0,,1,(18) 3373-4519,,-2.275.227,-5.058.595,0,0,0,0,0,0,0,0,-22.75227,-50.58595
TATUI,355400,GVE 31 SOROCABA,UPA DE TATUÍ,"RUA QUIM QUEVEDO, 56",1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(15) 3305-8800,JARARACA; CASCAVEL; ESCORPIÃO.,-2.334.175,-4.784.206,1,1,0,0,1,1,1,0,-23.34175,-47.84206
TAUBATE,355410,GVE 33 TAUBATE,PRONTO SOCORRO MUNICIPAL DE TAUBATÉ,RUA BENEDITO CURSINO DOS SANTOS 101 - CENTRO - CEP 12.030-190,1,Escorpiônico,1,(12) 3621-6036,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.303.014,-4.556.732,0,0,0,0,0,0,1,0,-23.03014,-45.56732
TAUBATE,355410,GVE 33 TAUBATE,UNIDADE PRONTO SOCORRO INFANTIL DE TAUBATÉ - HOSPITAL UNIVERSITÁRIO DE TAUBATÉ (HMUT),"AV. GRANADEIRO GUIMARÃES, 270 - CENTRO, TAUBATÉ - SP, 12020-120",1,"Botrópico, Crotálico, Elapídico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico.",1,(12) 3625-7500,ESCORPIÃO.,-2.302.155,-4.555.635,1,1,1,0,1,1,1,1,-23.02155,-45.55635
TEJUPA,355420,GVE 16 BOTUCATU,UBS DE TEJUPA,"Praça Domingos Sartori, 34 - Centro, Tejupá - SP, 18830-023",0,,0,(14) 3385-1126,,-2.334.303,-4.937.690,0,0,0,0,0,0,0,0,-23.34303,-49.3769
TEODORO SAMPAIO,355430,GVE 22 PRESIDENTE VENCESLAU,HOSPITAL REGIONAL DE TEODORO SAMPAIO,"ALAMEDA TRIFON INFANTE ALGARIM, 1430",1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(18) 3828-1333,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.253.340,-5.217.095,1,1,0,0,1,1,1,0,-22.5334,-52.17095
TERRA ROXA,355440,GVE 14 BARRETOS,HOSPITAL TERRA ROXA,"R. Fernando Costa, 2, Terra Roxa - SP, 14745-000",0,,0,(17) 3395-1955,,-2.079.041,-4.833.109,0,0,0,0,0,0,0,0,-20.79041,-48.33109
TIETE,355450,GVE 31 SOROCABA,SANTA CASA DE MISERICORDIA DE TIETE,"R. Ten. Gelás, 1035 - Centro, Tietê - SP, 18530-000",0,,1,(15) 3285-9444,,-2.310.669,-4.771.379,0,0,0,0,0,0,0,0,-23.10669,-47.71379
TIMBURI,355460,GVE 13 ASSIS,CENTRO DE SAUDE DE TIMBURI,"R. Sebastião Carlos Simões, 944, Timburi - SP, 18860-000",0,,0,(14) 3389-1146,,-2.320.928,-4.960.394,0,0,0,0,0,0,0,0,-23.20928,-49.60394
TORRE DE PEDRA,355465,GVE 16 BOTUCATU,UNIDADE BASICA DE SAUDE DE TORRE DE PEDRA,"R. Ataliba da Costa Avila, nº 68 - Centro, Torre de Pedra - SP, 18265-000",0,,0,(15) 3252-1114,,-2.324.586,-4.819.482,0,0,0,0,0,0,0,0,-23.24586,-48.19482
TORRINHA,355470,GVE 15 BAURU,HOSPITAL PADRE NICANOR MERINO TORRINHA,"R. Ângelo Bortolai, 126 - Centro, Torrinha - SP, 17360-000",1,Escorpiônico,1,(14) 3656-1444,ESCORPIÃO,-2.242.391,-4.816.975,0,0,0,0,0,0,1,0,-22.42391,-48.16975
TRABIJU,355475,GVE 12 ARARAQUARA,UNIDADE BASICA DE SAUDE MANOEL MORALES TRABIJU,"Av. 27 de Dezembro, Trabiju - SP, 14935-000",0,,0,(16) 3349-1124,,-2.204.133,-4.833.878,0,0,0,0,0,0,0,0,-22.04133,-48.33878
TREMEMBE,355480,GVE 33 TAUBATE,PRONTO ATENDIMENTO MUNICIPAL PAULO BARBOSA RANGEL TREMEMBE,"Av. Audra, 316 - Vila Nossa Sra. da Guia, Tremembé - SP, 12125-010",0,,1,(12) 3672-4189,,-2.296.316,-4.555.261,0,0,0,0,0,0,0,0,-22.96316,-45.55261
TRES FRONTEIRAS,355490,GVE 30 JALES,ESF DO JARDIM RAFAEL TRES FRONTEIRAS,"R. José Manoel Ferreira, Três Fronteiras - SP, 15770-000",0,,0,(17) 3691-1507,,-2.023.151,-5.088.949,0,0,0,0,0,0,0,0,-20.23151,-50.88949
TUIUTI,355495,GVE 17 CAMPINAS,CENTRO DE SAUDE PE CESAR CORNEO,"R. Joaquim de Silveira Lima, 129 - Centro, Tuiuti - SP, 12930-035",0,,0,(11) 4015-6218,,-2.281.480,-4.669.327,0,0,0,0,0,0,0,0,-22.8148,-46.69327
TUPA,355500,GVE 19 MARILIA,SANTA CASA DE MISERICÓRDIA - TUPÃ,"R. MANOEL FERREIRA DAMIÃO, 426",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(14) 3044-5555,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.192.396,-5.051.778,1,1,0,0,1,1,1,0,-21.92396,-50.51778
TUPI PAULISTA,355510,GVE 22 PRESIDENTE VENCESLAU,SANTA CASA DE MISERICÓRDIA - TUPI PAULISTA,"RUA ALMIRANTE BARROSO, 1436",1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(18) 3851-2420,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.138.750,-5.156.694,1,1,0,0,1,1,1,0,-21.3875,-51.56694
TURIUBA,355520,GVE 11 ARACATUBA,UNIDADE BASICA DE SAUDE BENEDITO AP FABRICIO DOS SANTOS,"R. Sabina da Glória, 572 - Turiuba, Turiúba - SP, 15280-000",0,,0,(18) 3696-1223,,-2.095.100,-5.010.724,0,0,0,0,0,0,0,0,-20.951,-50.10724
TURMALINA,355530,GVE 30 JALES,UBS ENFERMEIRA ANNE LARISSA LEOCI,"R. Duque de Caxias, 279 - Turmalina, SP, 15755-000",0,,0,(17) 3667-1124,,-2.005.347,-5.047.583,0,0,0,0,0,0,0,0,-20.05347,-50.47583
UBARANA,355535,GVE 29 SAO JOSE DO RIO PRETO,UBS DE UBARANA,"Av. Aristídes Alves de Lima, 609, Ubarana - SP, 15225-000",0,,0,(17) 3807-8750,,-2.115.910,-4.971.373,0,0,0,0,0,0,0,0,-21.1591,-49.71373
UBATUBA,355540,GVE 28 CARAGUATATUBA,SANTA CASA DE MISERICORDIA - UBATUBA,"R CONCEIÇÃO, 135",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(12) 3834-3230,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.343.501,-4.507.147,1,1,0,0,1,1,1,0,-23.43501,-45.07147
UBIRAJARA,355550,GVE 19 MARILIA,UNIDADE DE SAUDE DA FAMILIA DE UBIRAJARA,"R. Lázaro Machado de Oliveira, 413 - Ubirajara, SP, 17440-031",0,,1,-,,-2.252.620,-4.966.385,0,0,0,0,0,0,0,0,-22.5262,-49.66385
UCHOA,355560,GVE 29 SAO JOSE DO RIO PRETO,ESF CENTRAL DR MIGUEL JOSE CHADDAD,"Av. Eduardo Hidalgo, 428, Uchoa - SP, 15890-000",0,,0,(17) 3826-9240,,-2.095.564,-4.917.785,0,0,0,0,0,0,0,0,-20.95564,-49.17785
UNIAO PAULISTA,355570,GVE 29 SAO JOSE DO RIO PRETO,CS DE UNIAO PAULISTA,"R. Vinte e Um de Março, 631 - Centro, União Paulista - SP, 15250-000",0,,0,(17) 3278-1140,,-2.088.726,-4.989.890,0,0,0,0,0,0,0,0,-20.88726,-49.8989
URANIA,355580,GVE 30 JALES,SANTA CASA DE MISERICORDIA DE URANIA,"R. da Glória, 218 - Nossa Sra. de Fátima, Urânia - SP, 15760-000",0,,1,(17) 3634-1299,,-2.025.250,-5.064.291,0,0,0,0,0,0,0,0,-20.2525,-50.64291
URU,355590,GVE 15 BAURU,CENTRO DE SAUDE DE URU,"Av. Pres. Vargas, 157-237, Uru - SP, 16650-000",0,,0,(14) 3582-1110,,-2.178.476,-4.928.257,0,0,0,0,0,0,0,0,-21.78476,-49.28257
URUPES,355600,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL SÃO LOURENÇO - URUPÊS,"R. BARÃO DO RIO BRANCO, 226-372, CENTRO - 15850-000",1,Escorpiônico,1,(17) 3552-1339,ESCORPIÃO.,-2.120.017,-4.928.687,0,0,0,0,0,0,1,0,-21.20017,-49.28687
VALENTIM GENTIL,355610,GVE 29 SAO JOSE DO RIO PRETO,ESTRATEGIA SAUDE DA FAMILIA CENTRAL,"Av. Cavalin, 733, Valentim Gentil - SP, 15520-000",0,,0,(17) 3485-9030,,-2.042.414,-5.008.488,0,0,0,0,0,0,0,0,-20.42414,-50.08488
VALINHOS,355620,GVE 17 CAMPINAS,IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS,"Av. Onze de Agosto, 2745 - Taperá, Valinhos - SP, 13271-210",0,,1,(19) 3869-5111,,-2.296.354,-4.701.099,0,0,0,0,0,0,0,0,-22.96354,-47.01099
VALPARAISO,355630,GVE 11 ARACATUBA,SANTA CASA DE VALPARAÍSO,"RUA BARTOLOMEU BUENO, 241",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(18) 3701-1421,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.123.074,-5.086.201,1,1,0,0,1,1,1,0,-21.23074,-50.86201
VARGEM,355635,GVE 17 CAMPINAS,CENTRO DE SAUDE FARMACEUTICA ROSANGELA DE ALMEIDA LISBOA,"R. Vicente Pedro da Silva, 50 - Centro, Vargem - SP, 12935-000",0,,0,(11) 4598-4411,,-2.289.267,-4.641.805,0,0,0,0,0,0,0,0,-22.89267,-46.41805
VARGEM GRANDE DO SUL,355640,GVE 26 SAO JOAO DA BOA VISTA,HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL,"Praça Nossa Sra. Aparecida, 61 - Centro, Vargem Grande do Sul - SP, 13880-000",0,,1,(19) 3641-9300,,-2.183.812,-4.689.913,0,0,0,0,0,0,0,0,-21.83812,-46.89913
VARGEM GRANDE PAULISTA,355645,GVE 10 OSASCO,PRONTO ATENDIMENTO LUIZ GONZAGA ROCHA,"71, R. Nazaré, 1 - Jardim Bela Vista, Vargem Grande Paulista - SP, 06730-000",0,,1,(11) 4158-3170,,-2.360.776,-4.701.734,0,0,0,0,0,0,0,0,-23.60776,-47.01734
VARZEA PAULISTA,355650,GVE 17 CAMPINAS,UNIDADE DE PRONTO ATENDIMENTO DE VARZEA PAULISTA UPA II,"Av. do Pinheirinho, S/N - Nucleo Res. Satelite, Várzea Paulista - SP, 13224-240",0,,1,(11) 4606-0546,,-2.321.203,-4.683.061,0,0,0,0,0,0,0,0,-23.21203,-46.83061
VERA CRUZ,355660,GVE 19 MARILIA,UNIDADE BASICA DE SAUDE II ANTONIO ALBERTO MACUCO JANINI,"Av. Paulista, Vera Cruz - SP, 17560-000",0,,0,(14) 3492-1122,,-2.222.329,-4.982.206,0,0,0,0,0,0,0,0,-22.22329,-49.82206
VINHEDO,355670,GVE 17 CAMPINAS,SANTA CASA DE VINHEDO,"Av. Independência, 4705 - Jardim Santa Rosa, Vinhedo - SP, 13280-000",0,,0,(19) 3836-5750,,-2.303.414,-4.697.984,0,0,0,0,0,0,0,0,-23.03414,-46.97984
VIRADOURO,355680,GVE 14 BARRETOS,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULA,"R. do Hospital, 53, Viradouro - SP, 14740-000",0,,1,(17) 3392-1911,,-2.087.480,-4.829.895,0,0,0,0,0,0,0,0,-20.8748,-48.29895
VISTA ALEGRE DO ALTO,355690,GVE 14 BARRETOS,UNIDADE BASICA DE SAUDE ANTONIO APPARECIDO FIORANI,"R. Manoel Marquês, 186, Vista Alegre do Alto - SP, 15920-000",0,,0,(16) 3287-1547,,-2.117.729,-4.862.835,0,0,0,0,0,0,0,0,-21.17729,-48.62835
VITORIA BRASIL,355695,GVE 30 JALES,UBS DE VITORIA BRASIL,"R. Mato Grosso, 738, Vitória Brasil - SP, 15713-000",0,,0,(17) 3642-1170,,-2.020.118,-5.048.364,0,0,0,0,0,0,0,0,-20.20118,-50.48364
VOTORANTIM,355700,GVE 31 SOROCABA,HOSPITAL MUNICIPAL DR LAURO ROBERTO FOGACA,"RUA JOAO WALTER, 181",0,,1,(15) 3353-9300,,-2.354.452,-4.744.973,0,0,0,0,0,0,0,0,-23.54452,-47.44973
VOTUPORANGA,355710,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE MISERICÓRDIA - VOTUPORANGA,RUA MINAS GERAIS 3051,1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(17) 3405-9133,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.042.646,-4.997.860,1,1,0,0,1,1,1,0,-20.42646,-49.9786
ZACARIAS,355715,GVE 29 SAO JOSE DO RIO PRETO,UBS II MARIA WEDEKIM,"R. José Felipe de Oliveira, 999 - Jardim Primavera, Zacarias - SP, 15265-000",0,,0,(18) 3694-8300,,-2.105.390,-5.005.636,0,0,0,0,0,0,0,0,-21.0539,-50.05636
